first_genre,title,vote_average,revenue,budget,popularity,runtime,release_year
Drama,The Best Man,6.8,34.57378,9,3.951041,120,1999
Drama,Thirteen Days,6.9,34.566746,80,18.26121,145,2000
Action,Crank: High Voltage,5.9,34.560577,20,35.542809,96,2009
Comedy,In Bruges,7.4,34.533783,15,25.329493,107,2008
Drama,Courageous,6.8,34.522221,1,5.961119,129,2011
History,Woodstock,7.1,34.50511,0.6,3.409764,225,1970
Drama,Steve Jobs,6.8,34.441873,30,53.670525,122,2015
Drama,The Doors,6.7,34.416893,38,10.794175,140,1991
Drama,Swimfan,5,34.41124,8.5,4.844451,84,2002
Thriller,American Psycho,7.3,34.266564,7,45.310443,102,2000
Drama,The Hunted,6,34.234008,55,8.634954,94,2003
Drama,Victor Frankenstein,5.6,34.227298,40,24.821138,109,2015
Fantasy,Cirque du Soleil: Worlds Away,6.1,34.153101,0,5.987486,91,2012
Drama,Endless Love,6.7,34.07792,20,27.256849,103,2014
Horror,Day of the Dead,6.9,34,3.5,18.025206,96,1985
Crime,The Secret in Their Eyes,7.8,33.965843,2,25.894065,129,2009
Horror,The Relic,5.8,33.956608,60,12.621769,110,1997
Comedy,She's the Man,6.4,33.889159,20,10.81439,105,2006
Comedy,Stuck on You,5.1,33.828318,55,8.802525,118,2003
Comedy,Jay and Silent Bob Strike Back,6.4,33.788161,22,21.865021,104,2001
Comedy,Where the Heart Is,6.9,33.771174,15,6.857923,120,2000
Adventure,The Wizard of Oz,7.4,33.754967,2.777,67.417542,102,1939
Crime,The Outsiders,6.9,33.697647,10,13.455373,91,1983
Drama,Y Tu Mamá También,7.3,33.616692,5,16.890285,106,2001
Horror,Devil,5.8,33.583175,10,30.934688,80,2010
Action,I Spy,5.2,33.561137,70,13.267631,97,2002
Comedy,Friday After Next,6,33.526835,20,7.499639,85,2002
Comedy,Semi-Pro,5.4,33.47285,0,10.449975,91,2008
Thriller,Red Planet,5.4,33.463969,80,13.800656,106,2000
Drama,Fireproof,7,33.456317,0.5,6.093989,122,2008
Drama,The Perks of Being a Wallflower,7.7,33.4,13,43.444135,102,2012
Documentary,2016: Obama's America,4.6,33.4,2.5,0.973582,87,2012
Horror,Rosemary's Baby,7.5,33.395426,3.2,26.180367,136,1968
Action,Haywire,5.6,33.372606,23,26.257951,93,2011
Thriller,The Box,5.4,33.333531,30,21.606001,115,2009
Drama,The Bridge on the River Kwai,7.7,33.3,3,23.109959,161,1957
Science Fiction,Blade Runner,7.9,33.139618,28,94.056131,117,1982
Family,The Crocodile Hunter: Collision Course,5.3,33.082548,0,1.714972,90,2002
Comedy,Confessions of a Dangerous Mind,6.6,33.013805,30,18.165957,113,2002
Thriller,Dracula 2000,4.6,33.000337,28,6.756771,99,2000
Comedy,"Run, Fatboy, Run",6.2,33,10,14.905357,100,2007
Horror,Friday the 13th: The Final Chapter,5.9,32.98088,2.6,14.013414,91,1984
Comedy,Nick and Norah's Infinite Playlist,6.4,32.973937,9,20.452449,89,2008
Drama,Inside Llewyn Davis,7.2,32.935319,11,36.319205,105,2013
Comedy,Adaptation.,7.3,32.801173,19,26.441669,114,2002
Documentary,Katy Perry: Part of Me,6.5,32.726956,12,8.410688,93,2012
Crime,The Last House on the Left,6.2,32.721635,15,19.760383,110,2009
Comedy,Because of Winn-Dixie,6.1,32.645546,14,3.334804,106,2005
Crime,The November Man,6,32.556119,15,45.317278,108,2014
Drama,Untraceable,5.9,32.48341,35,12.677505,101,2008
Comedy,Movie 43,4.4,32.438988,6,35.350303,90,2013
Crime,Rumble in the Bronx,6.5,32.392047,7.5,17.318839,91,1995
Drama,Hart's War,5.9,32.287044,70,14.244518,125,2002
Drama,The Age of Innocence,7,32.25544,34,9.133747,139,1993
Science Fiction,Project Almanac,6.4,32.248241,12,32.940597,106,2015
Comedy,Kevin Hart: Let Me Explain,7.1,32.230907,0,9.799357,74,2013
Horror,The Lost Boys,6.8,32.222567,8.5,24.750909,97,1987
Action,Lockout,5.8,32.20403,20,35.232278,95,2012
Thriller,Reindeer Games,5.4,32.16897,42,11.470135,124,2000
Horror,The Lawnmower Man,5.4,32.101,10,10.125029,108,1992
Science Fiction,Sunshine,7,32.017803,50,51.502884,107,2007
Comedy,You Again,6,32.005248,20,19.962713,105,2010
Drama,Psycho,8.2,32,0.806948,93.067866,109,1960
Thriller,Airlift,7.3,32,4.5,2.551559,126,2016
Fantasy,Night Watch,6.3,32,4.2,12.540624,114,2004
Comedy,The Invention of Lying,6,31.912793,18.5,16.665841,100,2009
Drama,Get on Up,6.4,31.911598,0,13.064264,139,2014
Horror,Dressed to Kill,6.8,31.899,6.5,11.208769,105,1980
Action,1941,5.6,31.755742,35,10.032626,113,1979
Drama,Spring Breakers,5,31.724284,5,62.554173,94,2013
Drama,The Soloist,6.6,31.720158,60,17.299333,109,2009
Drama,Paint Your Wagon,6.2,31.678778,20,7.902536,158,1969
Comedy,History of the World: Part I,6.5,31.672907,11,14.282314,92,1981
Drama,Rent,6.7,31.67062,40,10.433667,135,2005
Adventure,Rob Roy,6.5,31.596911,28,10.703456,139,1995
Comedy,Scoop,6.4,31.584901,4,17.229537,96,2006
Comedy,Jennifer's Body,5.3,31.556061,16,32.257414,100,2009
Thriller,A Most Wanted Man,6.5,31.554855,15,26.708193,121,2014
Drama,Girl with a Pearl Earring,6.4,31.466789,0,19.944479,101,2003
Comedy,A Serious Man,6.6,31.430334,7,23.612409,105,2009
Action,Machete,6.3,31.327899,20,26.396191,105,2010
Comedy,Johnson Family Vacation,4.7,31.179516,12,4.623609,97,2004
Comedy,How High,6.3,31.155435,12,11.510281,93,2001
Thriller,Pride and Glory,6.3,31.148328,30,10.703602,130,2008
Crime,Premium Rush,6.2,31.083599,35,17.709888,91,2012
Science Fiction,Ultraviolet,4.8,31.070211,30,15.89534,87,2006
Comedy,High Anxiety,6.5,31.063038,3.4,5.690619,94,1977
Mystery,Joe Dirt,5.5,30.987695,17.7,15.976335,91,2001
Action,Dune,6.5,30.92569,40,25.876582,137,1984
Horror,The Texas Chain Saw Massacre,7.2,30.859,0.085,29.262427,83,1974
Adventure,The Princess Bride,7.6,30.857814,16,44.533612,98,1987
Drama,Winter's Tale,6,30.800231,60,22.736038,118,2014
Horror,Exorcist II: The Heretic,4.5,30.749142,14,11.543363,118,1977
Fantasy,Dogma,6.8,30.65289,10,14.543435,130,1999
Drama,City of God,8.1,30.64177,3.3,44.356711,130,2002
Romance,I Don't Know How She Does It,5,30.551495,24,8.630825,89,2011
Drama,The New World,6.4,30.536013,30,19.106154,135,2005
Science Fiction,Self/less,6.3,30.523226,26,66.097437,116,2015
War,From Here to Eternity,7.2,30.5,1.65,6.915201,118,1953
Horror,[REC],7.1,30.448,1.5,31.691617,78,2007
Comedy,What's Your Number?,6.2,30.426096,20,19.220789,106,2011
Comedy,Mortdecai,5.4,30.41856,60,52.417529,106,2015
Comedy,The Girl Next Door,6.3,30.411183,25,39.784026,108,2004
Music,Yentl,6.2,30.4,12,3.389249,132,1983
Action,Alex Cross,5.1,30.353232,45,14.513243,101,2012
Comedy,A Night at the Roxbury,5.9,30.331165,17,12.709227,81,1998
Action,Assassins,6,30.303072,50,23.073933,132,1995
Drama,The Great Debaters,6.9,30.226144,15,10.84158,126,2007
Crime,The Art of War,5.6,30.199105,40,7.832337,117,2000
Drama,When the Game Stands Tall,6.3,30.127963,15,7.297757,115,2014
Drama,Godsend,4.7,30.114487,25,12.10235,102,2004
Thriller,Double Impact,5.3,30.102717,15,10.484642,110,1991
Action,Road House,6.3,30.050028,15,6.216203,114,1989
Horror,Shaun of the Dead,7.5,30.039392,4,49.12486,99,2004
Action,Laws of Attraction,5.6,30.016165,28,6.201404,90,2004
Romance,What's Eating Gilbert Grape,7.5,30,11,33.282794,118,1993
Drama,Quo Vadis,7,30,8.25,7.973109,171,1951
Horror,Night of the Living Dead,7.5,30,0.114,25.666029,96,1968
Horror,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,29.999213,3,21.607228,87,1985
Romance,Leap Year,6.4,29.922472,19,21.959742,100,2010
Horror,Pulse,5,29.907685,38,9.662715,90,2006
War,The Four Feathers,6.5,29.882645,35,10.10364,132,2002
Adventure,Mystery Men,5.7,29.762011,68,12.948627,121,1999
Drama,Angel Eyes,5.6,29.7,53,6.454634,102,2001
Crime,The Raven,6.1,29.657751,26,22.520842,111,2012
History,Tora! Tora! Tora!,6.9,29.548291,25.485,9.795985,144,1970
History,In the Valley of Elah,6.6,29.54179,23,15.676123,124,2007
Crime,Brooklyn's Finest,6.2,29.536299,17,18.790102,133,2009
Drama,W.,6.1,29.506464,25.1,10.445391,131,2008
Drama,Twilight Zone: The Movie,6.2,29.450919,10,12.902975,101,1983
Crime,The Pledge,6.5,29.4,35,12.495436,123,2001
Horror,The Evil Dead,7.3,29.4,0.35,35.037625,85,1981
Action,A Low Down Dirty Shame,6,29.392418,10,3.290639,100,1994
Drama,Veer-Zaara,7.4,29.38532,7,3.721858,192,2004
Crime,Baby Boy,7.4,29.381649,16,7.854989,130,2001
Comedy,Confessions of a Teenage Drama Queen,5.1,29.331068,15,7.424798,89,2004
Comedy,Bulworth,6.3,29.202884,30,4.52363,108,1998
Drama,The Rose,6.8,29.174648,9.25,7.000949,125,1979
Drama,Far from Heaven,6.9,29.027914,13.5,9.982885,107,2002
Comedy,New in Town,5.2,29.010817,8,13.987772,97,2009
Comedy,The Out-of-Towners,5,29,75,4.842626,90,1999
Horror,Case 39,6.1,29,27,23.917982,109,2009
Comedy,Shorts,5.1,28.972508,40,4.100942,89,2009
Fantasy,Drive Angry,5.3,28.931401,50,30.387148,105,2011
Drama,Big Eyes,6.8,28.883511,10,28.570174,105,2014
Drama,Draft Day,6.5,28.831145,25,14.17009,109,2014
Comedy,Agent Cody Banks 2: Destination London,5.2,28.818995,26,10.925618,100,2004
Drama,The Class,6.8,28.81458,0,13.437038,128,2008
Crime,Boiler Room,6.5,28.780255,26,11.233081,118,2000
Horror,Wrong Turn,6,28.650575,12.6,33.555764,84,2003
Documentary,Super Size Me,6.6,28.575078,0.065,10.400603,100,2004
Crime,Go,7,28.451622,6.5,11.142389,98,1999
Drama,A Man for All Seasons,7.5,28.35,3.9,9.541688,120,1966
Drama,The Shawshank Redemption,8.5,28.341469,25,136.747729,142,1994
Action,Thunderbirds,4.2,28.283637,57,9.27875,95,2004
Crime,Taxi Driver,8,28.262574,1.3,58.845025,114,1976
Drama,The Master,7,28.25806,32,25.682509,137,2012
Comedy,Friday,7,28.215918,3.5,25.5748,91,1995
Adventure,"20,000 Leagues Under the Sea",6.8,28.2,5,9.358197,127,1954
Comedy,East Is East,6.5,28.2,3.8,3.667372,97,1999
Adventure,Cirque du Freak: The Vampire's Assistant,5.5,28.169671,40,16.424807,109,2009
Drama,The Deep End of the Ocean,5.9,28.1211,38,4.746085,106,1999
Action,Grosse Pointe Blank,6.9,28.084357,0,13.817269,107,1997
Drama,The Tailor of Panama,6.2,28.008462,21,7.047975,109,2001
Drama,Menace II Society,7.2,27.9,3.5,3.418871,97,1993
Action,Love & Basketball,7.4,27.728118,20,2.027393,124,2000
Drama,The Quiet American,6.4,27.674124,30,5.133744,101,2002
Drama,Ice Princess,5.9,27.645491,25,13.288177,98,2005
Action,The Last Castle,7,27.642707,72,15.433244,131,2001
Drama,Lakeview Terrace,5.9,27.640028,20,20.495749,110,2008
Adventure,The Road,6.8,27.635305,32,41.075532,111,2009
Drama,Goal!: The Dream Begins,6.6,27.610873,30,16.541791,118,2005
Comedy,Carnage,7,27.603069,25,20.011435,80,2011
Drama,Poetic Justice,6.9,27.515786,14,3.650857,109,1993
Comedy,Dick,5.7,27.5,13,4.742537,94,1999
Drama,A Dangerous Method,6.2,27.462041,15,27.133277,99,2011
Comedy,The Incredible Burt Wonderstone,5.3,27.437881,30,26.9385,100,2013
Drama,The Young Victoria,7,27.409889,35,16.343317,105,2009
Family,Ella Enchanted,5.9,27.388767,31,22.71592,96,2004
Comedy,Brown Sugar,7,27.362712,8,3.501158,109,2002
Drama,Mandela: Long Walk to Freedom,6.5,27.33,35,15.50957,141,2013
Comedy,The Muppet Christmas Carol,7.2,27.281507,0,15.085981,85,1992
Horror,Sorority Row,5.4,27.20612,12.5,8.780512,101,2009
Mystery,Dark City,7.2,27.200316,27,39.324831,100,1998
Drama,A Passage to India,6.9,27.187653,8,9.548391,163,1984
Animation,Khumba,5.8,27.187375,20,6.459787,85,2013
Action,The Protector,6.8,27.165581,6,11.81832,108,2005
Science Fiction,Flash Gordon,6.1,27.10796,35,12.343507,111,1980
Horror,Stay Alive,5.3,27.105095,9,4.34503,100,2006
Comedy,Fast Times at Ridgemont High,7,27.09288,4.5,20.403344,90,1982
Action,The Musketeer,5.2,27.053815,40,3.296933,104,2001
Action,The Big Hit,6.1,27.007143,13,6.425528,91,1998
Comedy,The Stewardesses,4.3,27,0.1,1.183892,69,1969
Comedy,Clerks II,6.9,26.888376,5,18.077963,97,2006
War,Glory,7.4,26.828365,18,16.102271,122,1989
Comedy,Garden State,7.1,26.781723,2.5,30.583959,102,2004
Horror,Event Horizon,6.5,26.673242,60,29.787135,96,1997
History,Mongol: The Rise of Genghis Khan,6.5,26.52751,18,10.1449,120,2007
Family,Sinbad: Legend of the Seven Seas,6.6,26.28832,60,18.815442,86,2003
Drama,Aloha,5.2,26.25002,37,29.652536,105,2015
Crime,Blood Work,6.1,26.199517,50,10.089065,110,2002
Drama,Black Book,7.2,26.193068,21,13.906611,145,2006
Comedy,The Whole Ten Yards,5.5,26.155781,40,14.729386,98,2004
Comedy,Your Highness,5.2,26.121638,49.9,21.408222,102,2011
Drama,An Education,6.8,26.096852,7.5,16.990308,100,2009
Comedy,That Awkward Moment,6.1,26.049082,8,37.821106,94,2014
Drama,The Elephant Man,7.9,26.010864,5,30.271066,124,1980
Drama,Howards End,6.9,25.966555,0,5.897391,140,1992
Music,The Cotton Club,6.6,25.928721,58,8.59075,127,1984
Action,Superhero Movie,4.9,25.871834,35,19.088655,85,2008
Horror,From Dusk Till Dawn,6.9,25.836616,19,64.181668,108,1996
Western,The Alamo,5.8,25.819961,145,10.660441,137,2004
Action,The Last Dragon,6.4,25.754284,10,4.928777,108,1985
Action,RockNRolla,6.9,25.739015,18,31.887978,114,2008
Comedy,Can't Hardly Wait,6.1,25.605015,10,11.350382,100,1998
Horror,Apollo 18,5,25.562924,5,17.028252,86,2011
Horror,A Nightmare on Elm Street,7.2,25.504513,1.8,38.204158,91,1984
Action,All About the Benjamins,5.8,25.482931,14,5.102258,95,2002
Drama,Dark Water,5.3,25.473093,30,14.376463,105,2005
Drama,Top Five,6.3,25.434291,0,15.896312,102,2014
Thriller,Desperado,6.8,25.405445,7,25.511217,104,1995
Adventure,A Lonely Place to Die,6.2,25.345,4,8.30723,99,2011
Comedy,And So It Goes,5.7,25.312387,18,9.633711,94,2014
Action,The Last Legion,5,25.303038,67,12.282911,102,2007
Comedy,Enough Said,6.6,25.288872,0,14.969093,93,2013
Drama,North Country,6.8,25.224242,35,12.779201,126,2005
Drama,Biutiful,7,25.147786,0,13.930763,148,2010
Crime,Midnight in the Garden of Good and Evil,6.3,25.105255,35,5.525544,155,1997
Comedy,The Wood,7.1,25.05964,6,5.537646,106,1999
Drama,Wyatt Earp,6.5,25.052,63,13.859307,191,1994
Thriller,Grindhouse,6.8,25.037897,67,16.637642,191,2007
War,Free State of Jones,6.6,25.03595,50,21.589393,139,2016
Comedy,Kingpin,6.7,25.023434,27,17.329269,113,1996
War,Gettysburg,6.6,25,0,5.529035,254,1993
Adventure,Logan's Run,6.6,25,9,12.268143,119,1976
Comedy,The Apartment,8.1,25,3,22.889294,125,1960
Comedy,Some Like It Hot,8,25,2.883848,39.30982,122,1959
Horror,Fright Night,6,24.922237,17,18.27083,106,2011
War,Catch-22,6.7,24.91167,18,4.504377,121,1970
Drama,The 33,6,24.902723,25,10.699952,120,2015
Drama,Seed of Chucky,4.9,24.829644,12,12.653831,87,2004
Action,Race,7.1,24.804129,5,22.9951,134,2016
Comedy,Thank You for Smoking,7.1,24.793509,6.5,29.01153,92,2005
Drama,The Craft,6.3,24.769466,15,19.517239,101,1996
Drama,Rendition,6.2,24.74867,27.5,12.741073,120,2007
Adventure,Big Miracle,6.6,24.719215,40,8.303696,107,2012
Drama,Sparkle,5.8,24.637469,14,2.698185,116,2012
Adventure,Mad Max 2: The Road Warrior,7.3,24.600832,2,37.117362,95,1981
Documentary,Sicko,7.3,24.538513,9,14.098952,123,2007
Drama,Sling Blade,7.4,24.475416,1,14.805264,135,1996
Comedy,The Next Best Thing,4.3,24.362772,25,3.707511,108,2000
Comedy,Renaissance Man,5.9,24.332324,40,4.516953,128,1994
Thriller,Trance,6.5,24.261569,20,38.802415,101,2013
Drama,Fair Game,6.5,24.188922,22,12.54949,108,2010
Drama,Hearts in Atlantis,6.4,24.185781,31,7.06762,101,2001
Comedy,Wanderlust,5.3,24.159934,35,20.908494,98,2012
Drama,Let Me In,6.7,24.145613,20,19.705311,116,2010
Crime,Lord of War,7,24.127895,42,34.828241,122,2005
Action,Virtuosity,5.4,24.048,30,5.301589,106,1995
Comedy,Observe and Report,5.6,24.007324,0,10.529143,86,2009
Animation,Underdogs,6,24,22,14.866351,106,2013
Comedy,Love the Coopers,5.4,24,17,9.191187,107,2015
Action,Corky Romano,4.1,23.978402,11,3.495758,86,2001
Adventure,Stormbreaker,5.1,23.93787,40,16.282962,93,2006
Comedy,Harold & Kumar Go to White Castle,6.6,23.936908,9,18.514292,88,2004
Drama,American History X,8.2,23.875127,20,73.567232,119,1998
Drama,Sympathy for Lady Vengeance,7.4,23.803308,0,17.074843,115,2005
Drama,Network,7.7,23.689877,3.8,17.234745,121,1976
Drama,The Best Years of Our Lives,7.6,23.65,2.1,8.38717,172,1946
Drama,The Glass House,5.4,23.619609,30,9.448517,106,2001
Action,The Losers,6.2,23.58,25,24.903418,97,2010
Drama,Hustle & Flow,6.9,23.563727,8,6.39503,116,2005
Drama,God's Not Dead 2,5.7,23.507567,5,6.96858,121,2016
Comedy,Tomcats,4.9,23.430766,11,7.063053,95,2001
Drama,Antwone Fisher,6.7,23.367586,12.5,13.349012,120,2002
Drama,The Usual Suspects,8.1,23.341568,6,64.025031,106,1995
Action,Alatriste,5.6,23.321954,24,6.009644,145,2006
Drama,Under the Same Moon,7,23.311391,0,2.756435,106,2008
Drama,The Remains of the Day,7.5,23.237911,11.5,15.355589,134,1993
Comedy,The Way Way Back,7.1,23.198652,4.6,32.14444,103,2013
Adventure,The Iron Giant,7.6,23.159305,70,61.245957,86,1999
Comedy,Air Bud,5.3,23.144499,3,11.241802,98,1997
Crime,Faster,6.1,23.081726,24,26.324874,98,2010
Action,Warrior,7.7,23.057115,25,51.915025,140,2011
Fantasy,Aquamarine,5.8,23.006849,12,16.931846,104,2006
Drama,Raging Bull,7.7,23,18,35.524457,129,1980
Action,Domino,6,22.944502,50,18.394571,127,2005
Action,Armored,5.5,22.942221,20,15.21229,88,2009
Comedy,Young Adult,5.6,22.939027,12,16.183746,94,2011
Drama,Rounders,6.9,22.921898,12,18.422008,121,1998
Drama,The Wind That Shakes the Barley,7.1,22.889018,6.5,6.787967,124,2006
Fantasy,Being John Malkovich,7.3,22.863596,13,27.546914,112,1999
Thriller,A Perfect Getaway,6.2,22.852638,14,20.792603,98,2009
Music,U2 3D,6.7,22.730842,15,0.335195,85,2007
Drama,Drive Me Crazy,5.8,22.593409,8,4.482714,91,1999
Comedy,Baggage Claim,5.6,22.456509,8.5,11.436405,96,2013
Thriller,Swimming Pool,6.4,22.441323,7.8,11.000654,102,2003
Crime,City By The Sea,5.7,22.433915,40,3.476966,108,2002
Comedy,Deuce Bigalow: European Gigolo,4.7,22.400154,22,10.259461,83,2005
Drama,The Railway Man,6.7,22.309223,18,13.916583,116,2013
Drama,Reign Over Me,7.1,22.222308,20,20.82778,124,2007
Action,Doomsday,5.8,22.211426,30,21.538222,108,2008
Romance,Don Juan DeMarco,6.2,22.2,25,8.870614,97,1994
Comedy,Waitress,6.7,22.17943,2,9.67299,108,2007
Horror,A Nightmare on Elm Street 5: The Dream Child,5.5,22.168359,8,12.654051,89,1989
Action,The Marine,5,22.165608,20,7.679336,92,2006
Drama,A Thousand Words,6,22.044277,40,13.119133,91,2012
Comedy,Little Black Book,5.2,22.034832,35,6.246199,111,2004
Drama,The Big Parade,7,22,0.245,0.785744,151,1925
Horror,Friday the 13th: A New Beginning,5.1,21.930418,2.2,12.639469,92,1985
Action,The Inhabited Island,5.3,21.834845,36.5,2.785832,115,2008
Comedy,The Big Wedding,5.7,21.819348,35,18.84332,90,2013
Drama,Melancholia,7,21.817298,7.4,36.173598,136,2011
Comedy,Mr. 3000,5,21.800302,30,2.850896,104,2004
Drama,My Blueberry Nights,6,21.786738,10,10.733761,111,2007
Horror,Friday the 13th Part 2,6,21.722776,1.25,16.517777,87,1981
Drama,Mud,7,21.5877,10,17.663353,130,2013
Drama,Black or White,6.5,21.571189,9,12.172131,121,2014
Drama,He Got Game,6.7,21.567853,25,10.232599,136,1998
Comedy,Just Wright,6.1,21.520719,0,10.409253,100,2010
Horror,Black Christmas,4.8,21.510851,9,4.134327,84,2006
Drama,The Right Stuff,7.3,21.5,27,17.567332,193,1983
Comedy,Our Family Wedding,5.7,21.409028,14,6.733485,103,2010
Action,Battlefield Earth,3,21.4,44,7.89147,118,2000
Horror,The Fog,6.4,21.378361,1,14.518598,89,1980
Fantasy,To Die For,6.7,21.284514,20,12.309715,106,1995
Documentary,Michael Jordan to the Max,7.5,21.268532,0,1.830306,46,2000
Drama,ATL,6,21.170563,20,5.422285,105,2006
Romance,Fifty Shades of Black,4.3,21.164799,20,14.947588,92,2016
Mystery,Mindhunters,6.3,21.148829,27,17.193659,106,2004
Horror,Stir of Echoes,6.5,21.133087,12,6.044161,99,1999
Drama,The Jacket,6.8,21.126225,29,24.240361,103,2005
Drama,Beasts of the Southern Wild,6.8,21.107746,1.8,12.471239,93,2012
Adventure,The Wiz,5.9,21.049053,24,2.753313,134,1978
Horror,Creepshow,6.7,21.028755,8,13.661289,120,1982
Action,Flight of the Phoenix,5.7,21.00918,45,20.374308,113,2004
Comedy,Tea with Mussolini,5.8,21.001563,12,2.238646,117,1999
Drama,Flicka,6.1,21,15,3.043589,95,2006
Drama,A Room with a View,6.9,20.966644,3,7.961559,117,1985
Adventure,Super Mario Bros.,4,20.915465,48,14.587367,104,1993
Drama,Amores perros,7.6,20.908467,2,23.281616,154,2000
Comedy,EuroTrip,6.5,20.796847,25,25.848003,93,2004
Horror,The Dead Zone,6.9,20.766616,10,16.78512,103,1983
Drama,Mao's Last Dancer,6.8,20.719451,25,1.876811,117,2009
Drama,Once,7.3,20.710513,0.16,19.052179,85,2007
Family,The Man from Snowy River,6.8,20.659423,3.5,3.656491,104,1982
Action,Pandorum,6.5,20.645327,33,28.353517,108,2009
Comedy,Boys and Girls,5.4,20.627372,16,9.119797,94,2000
Action,Keanu,6,20.566327,15,18.268009,94,2016
Drama,Country Strong,5.9,20.529194,15,7.809701,117,2010
Comedy,My Life in Ruins,5.6,20.455276,17,5.787891,95,2009
Action,The Adventures of Ford Fairlane,6.2,20.423389,49,2.808428,104,1990
War,The Boy in the Striped Pyjamas,7.7,20.416563,12.5,34.821223,94,2008
Western,Duel in the Sun,6.2,20.4,6,7.60445,144,1946
Drama,Polisse,7.9,20.374201,0,14.038703,127,2011
Drama,Showgirls,4.9,20.350754,45,14.513305,128,1995
Action,Reno 911!: Miami,5.6,20.342161,10,4.207456,84,2007
Drama,Labor Day,6.7,20.275812,18,17.683563,111,2013
Action,Action Jackson,4.9,20.256975,7,6.872784,96,1988
Documentary,Winged Migration,7,20.21708,35.866397,3.75074,98,2001
Drama,Appaloosa,6.3,20.211394,20,16.074397,115,2008
Drama,The NeverEnding Story,7,20.158808,27,47.862016,102,1984
Drama,The Namesake,6.8,20.138836,12,3.604863,122,2006
Thriller,Mulholland Drive,7.6,20.117339,15,31.60985,147,2001
Adventure,Flipper,5.3,20.08002,25.53,4.475007,95,1996
Comedy,Sweet Charity,6.5,20,8,0.709143,149,1969
Drama,Barry Lyndon,7.7,20,11,29.543331,184,1975
Action,Ballistic: Ecks vs. Sever,4.3,19.924033,70,8.37378,91,2002
Action,Nighthawks,6.4,19.905359,5,7.058868,99,1981
Thriller,Hard Rain,5.5,19.870567,70,10.930537,97,1998
Drama,Blindness,6.4,19.844979,25,17.603823,121,2008
Drama,Amour,7.5,19.839492,8.9,17.151293,127,2012
Drama,My Soul to Take,5.2,19.829957,25,7.001176,107,2010
Comedy,Vampire in Brooklyn,4.5,19.8,14,6.772615,100,1995
Drama,The Diving Bell and the Butterfly,7.4,19.777647,14,13.65494,112,2007
Thriller,Broken City,5.7,19.701164,56,29.490057,109,2013
Drama,Summer Catch,4.8,19.693891,34,3.960098,108,2001
Thriller,Left Behind,3.7,19.682924,16,33.452469,110,2014
Horror,The Thing,7.8,19.62976,15,52.731379,109,1982
Drama,The Astronaut's Wife,5.4,19.598588,75,20.697556,109,1999
Action,The Guard,6.8,19.560274,6,19.411141,96,2011
Thriller,Margin Call,6.7,19.504039,3.5,26.259389,107,2011
Action,Timeline,5.4,19.480739,80,11.22268,116,2003
Animation,Valiant,5.2,19.478106,35,14.051852,76,2005
Horror,Friday the 13th Part VI: Jason Lives,5.7,19.472057,3,11.158167,86,1986
Comedy,Seven Psychopaths,6.7,19.422261,15,32.306455,110,2012
Action,Get Carter,4.8,19.412993,63.6,4.494788,102,2000
Documentary,Oceans,7.3,19.406406,0,10.706613,84,2009
Comedy,Saving Silverman,5.4,19.351569,22,12.887673,90,2001
Action,Duplex,5.9,19.322135,40,15.590001,89,2003
Action,Superman IV: The Quest for Peace,4.1,19.3,17,17.062117,90,1987
Horror,Cursed,5.1,19.294901,35,11.195593,97,2005
Comedy,A Christmas Story,7.4,19.294144,0,15.128316,94,1983
Fantasy,2046,6.9,19.271312,12,12.664787,129,2004
Drama,The Best Offer,7.7,19.255873,13.5,30.058263,124,2013
Action,The Replacement Killers,6,19.204929,30,9.607391,87,1998
Comedy,Martin Lawrence Live: Runteldat,5,19.184015,3,0.295226,113,2002
Comedy,Beerfest,5.8,19.179969,17.5,14.304444,110,2006
Horror,Friday the 13th Part VII: The New Blood,5.3,19.170001,2.8,9.070842,88,1988
Drama,Buried,6.6,19.15248,1.98765,32.841229,94,2010
Action,The Way of the Gun,6.4,19.125401,8.5,8.775844,119,2000
Drama,The Wave,7.5,19,7.5,25.281197,107,2008
Adventure,Beneath the Planet of the Apes,6.2,18.999718,3,24.393296,95,1970
Drama,Akeelah and the Bee,6.7,18.948425,8,4.932893,112,2006
Drama,A Mighty Heart,6.7,18.928871,16,9.717392,100,2007
Horror,FearDotCom,3.2,18.902015,40,6.756886,101,2002
Crime,Mr. Nice Guy,6.3,18.81472,12.716953,7.077505,113,1997
Comedy,Sex Drive,6,18.755936,19,17.952817,109,2008
Comedy,A Mighty Wind,6.6,18.750246,6,4.053017,91,2003
Action,3000 Miles to Graceland,5.8,18.720175,62,11.262655,125,2001
Documentary,Glee: The Concert Movie,6.8,18.663238,9,9.933926,84,2011
Animation,Legends of Oz: Dorothy's Return,5.9,18.662027,70,6.682006,88,2013
Drama,Anywhere But Here,5.9,18.653615,23,8.976738,114,1999
Comedy,Waiting...,6.2,18.63769,3,10.230583,94,2005
Drama,The Fan,5.7,18.626419,55,4.366488,116,1996
Drama,An Unfinished Life,6.7,18.618284,30,6.353971,108,2005
Thriller,The Thirteenth Floor,6.8,18.564088,16,19.890428,100,1999
Action,The Quick and the Dead,6.3,18.55246,32,16.473355,107,1995
Drama,An Ideal Husband,6.3,18.535191,14,4.519523,97,1999
Comedy,Super Troopers,6.6,18.492362,3,16.312803,100,2001
