BALANCE,PURCHASES,INSTALLMENTS_PURCHASES,PURCHASES_FREQUENCY,CASH_ADVANCE_FREQUENCY
155.167572,1084.76,1084.76,0.8,0
32.029579,332.8,332.8,0.666667,0
55.321121,805.25,805.25,1,0
47.424621,372,98.4,0.333333,0
88.173076,659.72,573.86,0.583333,0
52.358663,658.24,0,0.166667,0
204.61438,1410.6,999,0.583333,0
304.664917,2601.67,93.1,0.666667,0
87.931814,617.5,617.5,0.833333,0
111.539712,1364.86,1364.86,0.916667,0
95.887902,769,444,0.666667,0
66.723482,550.95,550.95,0.833333,0
454.181676,1361.65,0,0.25,0
74.0153,546.7,546.7,0.833333,0
22.242824,236.28,0,0.833333,0
21.441736,197.62,197.62,0.5,0
253.640197,2607.88,1464.92,0.833333,0.083333
21.999733,343.75,343.75,0.916667,0
14.5923,200.4,200.4,1,0
51.759686,256.5,256.5,0.583333,0
42.375573,150.56,150.56,0.5,0
311.341555,3721.39,0,0.5,0
63.292505,545.38,545.38,0.916667,0
13.959639,149.88,119.98,0.583333,0
15.281665,124.25,124.25,0.583333,0
92.239093,1525.1,1525.1,0.833333,0
208.039434,684.2,165.33,0.833333,0
134.299115,1059.18,1059.18,0.833333,0
535.291589,824.61,386.04,0.727273,0
46.000465,531.5,531.5,0.75,0
13.648487,146.46,146.46,0.5,0
28.593511,258.32,258.32,0.666667,0
32.228288,73.45,0,0.166667,0
203.024867,542.94,542.94,0.416667,0
497.908027,245.39,245.39,0.583333,0
114.764518,1067.5,216.9,0.7,0
349.441102,1975.4,581.9,0.666667,0
20.594739,320.64,320.64,1,0
116.626679,533.99,355.19,0.916667,0
24.527253,261.64,261.64,0.833333,0
237.235398,2410.07,739.57,0.5,0
27.851354,262.71,262.71,0.583333,0
187.973296,116,0,0.166667,0
269.075434,4572.32,1844.95,0.916667,0.75
56.872544,748.36,0,1,0
33.585586,298.2,298.2,1,0
45.905486,398.4,398.4,1,0
37.022109,247.92,247.92,1,0
203.499251,2115.76,1585.76,1,0
18.218714,89,89,0.083333,0
610.678403,3724.25,422.72,1,0.083333
11.047149,180.5,180.5,0.5,0
201.487515,1688.12,1688.12,1,0
108.548004,1099.19,213.22,1,0
4.924829,65.97,65.97,0.25,0
54.842927,105,0,0.083333,0
73.704935,554.67,554.67,1,0
92.902071,812.74,194.34,1,0
204.166295,2630.52,861.18,1,0
245.17692,2481.64,2481.64,1,0
658.123447,1294.09,581.41,1,0.083333
190.650694,1954.08,1177.59,1,0
314.495423,1503.26,311,0.583333,0
40.977812,502.92,502.92,0.416667,0
209.490297,1956.6,1956.6,1,0
82.803156,756.68,159.33,1,0
52.278293,346.46,346.46,0.916667,0
129.3741,1102.72,1102.72,1,0
30.350623,341.48,341.48,1,0
46.56216,261.16,261.16,1,0
124.739834,1004.3,1004.3,0.916667,0
82.476563,637.44,637.44,1,0
348.066767,695,0,0.083333,0
766.810346,0,0,0,0.083333
444.760263,3734.7,0,0.333333,0
322.383609,2903.17,1967.35,1,0
57.937789,450,0,0.5,0
169.850339,1693.03,1654.03,1,0
765.966137,1488.82,86.47,0.833333,0
340.014453,2619.2,146.64,0.75,0
326.551854,2950.77,0,0.583333,0
51.794504,800.11,749.52,1,0.083333
451.905949,4468.71,598.56,1,0
299.030773,805.8,265.8,1,0
252.717781,463.34,463.34,0.833333,0
300.140362,2366.36,1811.36,1,0
231.108995,440,440,0.916667,0
467.220993,1110.17,470,0.416667,0.25
173.331107,1301.44,384.64,0.916667,0
670.885072,341.9,126.72,0.833333,0.166667
211.35235,267.34,267.34,1,0
411.894578,2948.1,241.51,0.916667,0
68.207625,536,536,0.333333,0
396.667584,2559.41,90,0.5,0
254.260019,2184.72,2184.72,1,0
556.912886,0,0,0,0.083333
416.601199,4266.25,2052.2,1,0
146.756706,1664.95,1600.78,1,0
674.119098,3146.25,2697.15,1,0
551.175183,1711.11,1173.69,1,0
74.34204,724.52,524.52,1,0
437.397682,1936.22,397.25,1,0.083333
44.540733,446.62,358.15,0.583333,0
336.565042,875.52,534.52,1,0
265.920698,3148.36,732.61,1,0
186.25802,0,0,0,0.333333
234.36305,668.27,668.27,0.583333,0
448.808529,0,0,0,0.083333
840.804076,0,0,0,0.222222
641.317325,1099.56,1099.56,1,0
725.529062,8754.59,117.86,1,0
37.550351,633.24,633.24,1,0
536.846283,2660.21,94.97,0.666667,0
563.749251,5039.97,0,0.833333,0
736.736738,1171.5,167.96,0.75,0
717.764625,3358.25,0,1,0
468.294595,4164.14,948.6,1,0
625.144248,958.39,593.39,1,0
330.707721,56.4,0,0.083333,0.166667
779.549673,412.55,412.55,0.75,0.083333
867.444685,8751.49,2544.5,1,0
387.162964,269.93,0,0.25,0.166667
862.07238,0,0,0,0.083333
706.182752,3304.27,2501.47,0.916667,0
365.12275,571.32,571.32,0.5,0.416667
550.50988,194.03,0,0.583333,0
170.49564,2581.01,498.34,0.333333,0
235.294264,1286.2,0,1,0
563.587232,1232.59,731.84,1,0.083333
490.16004,3530.93,1114.62,1,0
460.432607,1009.44,150.96,0.916667,0
681.95925,98,0,0.166667,0
472.663708,310.44,310.44,0.416667,0
686.657879,2476.45,851.95,1,0.083333
906.107168,2354.06,2138.19,1,0
814.781581,832.7,0,0.666667,0.333333
1455.213589,0,0,0,0.833333
509.685823,457.68,457.68,1,0
391.385478,0,0,0.333333,0
507.144348,5708.18,1123.4,1,0
363.344239,665.86,430.88,0.833333,0
525.17417,91.23,42.33,0.333333,0
916.487817,633.71,316.89,1,0
1134.988498,935.04,394.23,0.916667,0.5
559.917793,4760.11,1852.93,1,0.083333
1236.635476,540,0,0.818182,0
198.815177,247.5,247.5,0.166667,0
971.268179,2336.32,490.33,0.777778,0
570.657071,950.39,410.03,0.833333,0.166667
73.10055,78.09,78.09,0.25,0
1012.295263,627.51,0,0.5,0.4
947.457151,1787.83,1661.59,1,0.083333
771.773362,750,500,0.333333,0
677.188172,3777.59,0,0.818182,0.181818
852.001697,372.36,372.36,0.416667,0.166667
561.974673,2930.99,651.99,0.75,0
986.457953,1073.5,971.65,1,0.333333
186.706199,868,868,0.5,0
144.012882,675.53,0,0.166667,0
1943.792266,83.35,83.35,0.142857,0
872.07108,853,853,0.5,0.083333
839.897907,1869.88,1054.77,1,0
1150.269979,600,0,0.083333,0.75
1007.440908,430.54,430.54,1,0.166667
863.809833,507.5,0,0.166667,0.083333
531.615661,3196.22,1097.25,1,0
492.265287,424.5,424.5,0.25,0
1155.509859,564,0,0.166667,0
974.52764,952.02,506.94,0.583333,0
1588.447753,825.96,0,0.333333,0.166667
1207.888199,1342.36,304.4,0.875,0.25
978.771066,905.04,359.92,0.666667,0
1450.649137,0,0,0,0.25
1451.584485,1216.58,654.68,0.666667,0
1189.030969,1122.3,0,0.416667,0.416667
1032.823341,1540.06,144.93,1,0
1333.252963,0,0,0,0.272727
1016.712614,0,0,0,0.083333
1540.879308,0,0,0,0.090909
1129.284728,1211.42,1211.42,1,0
1512.218864,1002.93,177.04,1,0
1199.490675,2093.55,366.47,1,0
1341.000157,1355.77,135.32,0.916667,0.083333
1031.670316,1753.25,589.21,0.916667,0
931.047119,494,50,0.333333,0
1248.332959,478.32,280.32,0.583333,0.083333
1271.172501,0,0,0,0.090909
1112.070216,179.24,120.24,0.416667,0
608.422266,0,0,0,0.166667
1144.128891,1373.27,685.12,1,0.166667
1410.753575,588.85,189,0.583333,0.75
1267.621753,107.05,42.5,0.416667,0
1472.378275,0,0,0,0.583333
1356.050482,65.82,25.92,1,0
1276.549447,3355.73,1439.05,1,0.25
1540.077454,0,0,0,0.583333
1283.560983,0,0,0,0.25
2006.680789,121.93,43.12,0.7,0.8
1705.435895,0,0,0,0.5
1278.829156,0,0,0,0.166667
1410.226871,1680.91,1566.91,1,0
1175.895992,154.38,0,0.083333,0.083333
1735.137321,1879.92,0,0.454545,0.272727
1860.469601,0,0,0,0.166667
1722.910058,45.45,0,0.083333,0.416667
1123.476228,933.38,435.78,0.666667,0.5
1682.088431,2263.38,1425.77,1,0.166667
2118.77868,62.46,62.46,0.5,0.25
1584.358415,0,0,0,0.083333
290.079966,550.93,550.93,0.583333,0
1530.29332,256.69,0,0.1,0.4
2046.306856,1942.39,333.44,1,0.166667
1959.35945,0,0,0,0.5
1406.627442,2315.86,976.6,0.916667,0
49.682373,412.32,412.32,1,0
1242.886266,17.6,0,0.083333,0
1589.41431,118.79,0,0.416667,0.166667
1695.52577,199.92,199.92,1,0.083333
1569.88775,741.66,432,0.416667,0.166667
2118.52034,0,0,0,0.5
2144.477682,228.35,0,0.333333,0.083333
2113.098241,619.93,619.93,1,0.083333
1601.692049,61.46,61.46,0.25,0
1499.689937,159.96,159.96,0.25,0.416667
1827.200326,1325.27,163.61,0.75,0
1563.747179,801.46,200,0.583333,0.166667
2486.283073,0,0,0,0.5
1659.414215,324,0,0.166667,0.25
1389.598597,6058.03,2666.15,1,0.25
2061.835735,0,0,0,0.5
2391.214539,4186.49,873.49,1,0
1621.219401,98.4,0,1,0.583333
1592.017292,372.09,0,0.166667,0
2646.022772,1541.13,1054.13,0.916667,0.333333
2063.9223,0,0,0,0.166667
2876.009336,152.61,0,0.333333,1.166667
2470.787327,0,0,0,0.416667
1610.040203,557.19,31.55,0.25,0
2684.333591,1958.59,420.77,1,0
2659.411879,177.62,0,0.166667,0.583333
1338.934027,0,0,0,0.272727
3857.278468,0,0,0,0.444444
2899.032432,0,0,0,0.571429
1967.70274,744.9,75,0.5,0.25
3084.618021,0,0,0,0.5
1777.056105,1083.12,1083.12,1,0
1531.486784,956.56,137.4,0.666667,0.25
2648.244646,0,0,0,1
2572.878701,3975,0,0.416667,0
1048.403657,652.24,0,0.583333,0
1980.103629,926.06,122,0.916667,0.833333
1382.936306,336,336,0.875,0.125
2431.193194,0,0,0,0.083333
1454.551875,0,0,0,0.25
3300.735817,0,0,0,0.333333
3074.49082,0,0,0,0.166667
909.164049,200,0,0.083333,0.416667
1861.43505,247.45,247.45,0.583333,0.083333
2344.478291,1041.63,0,0.25,0.333333
1064.037564,55.52,55.52,0.4,0
3425.949762,0,0,0,0.416667
2771.640602,0,0,0,0.166667
2740.65886,0,0,0,0.285714
3146.619037,161.44,0,0.166667,0.333333
1450.959629,0,0,0,0.222222
3214.579198,0,0,0,0.166667
3183.529482,386.12,0,0.636364,0.363636
1474.990634,4469.59,1632.96,1,0
2543.005761,1900.63,0,0.75,0
3805.629844,0,0,0,0.454545
3156.418686,3471.99,1024,1,0.166667
2583.717108,1497.02,0,0.75,0.25
3020.900667,0,0,0,0.666667
939.102758,0,0,0,0.166667
2320.402196,436,436,0.5,0.25
2537.341739,2286.06,777.17,1,0.166667
3534.253718,566.28,135.27,0.5,0.083333
3239.011343,0,0,0,0.083333
3467.619262,468.49,189.99,0.833333,0.5
1977.00709,1032.04,805.14,0.909091,0.545455
3872.605467,0,0,0,0.416667
1486.652099,3670.46,1066.88,1,0.25
2893.135916,0,0,0,0.166667
3541.960207,0,0,0,0.166667
3269.961382,0,0,0,0.416667
3164.714813,839.65,24,0.5,0.083333
3250.621234,247.31,247.31,0.583333,0.416667
2933.577644,4562.57,832.74,1,0
2441.542991,808,0,0.25,0.333333
3560.734141,0,0,0,0.083333
2847.472954,0,0,0,0.583333
2654.354521,256.68,216.28,0.833333,0.25
3405.813447,0,0,0,0.416667
3172.114278,454.13,454.13,1,0.777778
2062.665478,518.17,446.27,1,0.333333
3478.592472,0,0,0,0.2
580.175457,759.5,674.5,0.833333,0.333333
2927.082849,0,0,0,0.3
1903.274531,1813.4,1813.4,0.5,0.083333
3798.323722,0,0,0,0.166667
3576.905009,0,0,0,0.333333
3294.37955,0,0,0,0.083333
3992.261885,0,0,0,0.583333
3419.661676,11.06,0,0.083333,0.083333
3497.200665,1350.13,830.33,0.666667,0.166667
3374.66122,0,0,0,0.333333
2001.030926,1534.98,110.4,1,0.666667
2054.372848,833.28,833.28,1,0
756.041971,2486.1,433.35,0.875,0
3666.676179,0,0,0,0.583333
3621.70204,674.73,0,0.25,0.166667
3983.923705,756.54,0,0.5,0
2416.555714,2266.01,974.39,0.916667,0
1916.067737,0,0,0,0.25
3695.634133,0,0,0,0.416667
3725.636832,0,0,0,0.666667
2286.9003,4536.48,1261.48,1,0
3971.138765,0,0,0,0.181818
3959.912911,0,0,0,0.333333
2654.816967,0,0,0,0.25
3699.694691,0,0,0,0.416667
3802.910134,0,0,0,0.333333
3950.9879,699.44,0,1,0.166667
3948.776884,0,0,0,0.5
3690.177649,0,0,0,0.5
3515.039029,2924.08,1538.79,1,0.75
3748.676835,967.5,750,0.5,0.5
3765.693221,0,0,0,0.454545
3838.460036,230.22,230.22,1,0.222222
2306.310095,359.96,359.96,0.916667,0.333333
3380.523396,1012.31,0,0.555556,0.333333
1037.137052,549,0,0.25,0.333333
2968.476388,185.1,0,0.25,0.333333
3531.167073,797.5,219.67,0.7,0.9
3907.641073,2001.35,1853.51,1,0.166667
379.767959,493.5,0,0.25,0
3894.241117,1201.7,1201.7,0.583333,0.083333
4178.625215,1431.89,1001.2,1,0
1832.096639,1560.21,249.96,1,0.083333
4382.112084,294.75,294.75,0.75,0.916667
4364.383487,3214.19,2917.19,1,0.166667
3577.970933,398.64,398.64,1,0
4028.03648,35,0,0.083333,0
3740.907731,0,0,0,0.083333
3682.768495,1194.15,206.56,1,0.416667
864.760723,1894.5,292.8,1,0.166667
1677.722492,3088.18,1607.54,1,0
3093.592745,47.69,0,0.166667,0.583333
809.582978,0,0,0,0.545455
3766.072756,64.82,29.86,0.25,0.166667
53.583548,553.85,184.75,0.75,0
227.07351,2370.01,687.98,1,0
606.323282,299.9,0,0.25,0
234.700486,82,0,0.083333,0
1128.878514,129.86,0,0.083333,0.083333
1060.420992,480.22,184.59,1,0
2106.417286,2151.93,765.26,0.833333,0
1887.119184,2450.73,1000,0.583333,0
1893.053845,746.31,259.04,0.666667,0.416667
2490.340771,2197.28,133,0.833333,0
3168.902659,0,0,0,0.285714
3846.498183,788.54,54.09,0.545455,0.090909
3682.715337,0,0,0,0.416667
4414.952906,419.64,419.64,1,0
162.722336,222.7,128,0.5,0
88.327488,669.75,0,1,0
165.721899,231.51,116.51,0.833333,0
469.380653,5117.56,2555.29,1,0
2643.39225,965.84,228.05,1,0
3130.53708,428.16,0,0.333333,0.25
4028.756012,361.07,256.69,1,0
406.939907,2615.18,0,1,0
1434.793889,467.88,0,1,0
1191.662907,979.92,130,0.75,0
3586.05105,141,101,0.5,0.25
158.919439,0,0,0,0.25
1324.038811,1862.96,0,0.416667,0
1669.992809,91.84,0,0.166667,0.583333
1765.502751,2129.44,0,0.5,0.083333
0.867528,26.62,26.62,0.333333,0
3.750633,159.6,159.6,0.166667,0.083333
94.277559,2290,2290,0.833333,0
2.299436,1337.18,1250.58,1,0.083333
31.285608,1013,1013,0.583333,0
4.421403,95.59,73.56,1,0
2.957267,202.72,202.72,0.833333,0
51.161976,736.72,0,0.5,0
30.692503,205.06,607.76,0.916667,0
4.383989,96.5,96.5,0.5,0
216.685655,921.18,451.4,0.25,0
199.684606,287.4,287.4,1,0
12.654903,120,120,0.3,0
126.622651,1015.3,0,0.25,0
13.713339,504.08,366.18,0.583333,0
70.457831,1146.59,495.81,0.666667,0
171.616134,4996.17,270,0.833333,0
9.503968,96.62,96.62,1,0
13.792103,600,0,0.083333,0
187.516986,0,0,0,0.25
57.116811,27.79,0,0.083333,0.083333
76.483078,69,0,0.083333,0
206.305547,1594,510,0.333333,0
45.869314,0,0,0,0.25
4.12565,25.69,0,0.083333,0
160.852061,4704.98,2687.76,0.888889,0
250.258381,486.94,0,0.25,0.083333
32.042424,400.41,489.39,0.833333,0
242.450349,223.6,168,0.75,0
31.107711,230,230,0.166667,0
47.587585,414.8,361.8,0.5,0
54.327257,346.02,346.02,0.916667,0
16.052971,127,0,0.166667,0
18.150347,119.8,119.8,0.333333,0
22.689289,360.6,200,0.666667,0
110.409387,992.88,0,0.416667,0
51.640786,434.72,335.72,0.583333,0
233.393741,2346.94,517.44,0.916667,0
342.358505,633.66,567.7,0.5,0.083333
347.997266,0,0,0,0.083333
167.505508,1219,376,0.75,0
21.345298,1019,900,0.75,0
126.945696,1086.26,1086.26,1,0
75.244732,623.3,239.25,1,0
208.707195,2351.58,0,0.25,0
153.637431,1495.41,554,1,0
481.807171,2331.4,1488.5,0.75,0
208.131845,2161.38,1709.88,1,0
80.298186,1090,1090,0.5,0
144.346693,1976.32,1116.53,1,0
262.106758,2625.84,0,1,0
158.038938,1780.83,83.36,1,0
278.142977,1901.94,1534.94,1,0
421.796337,2748.74,1125,1,0
592.416944,6228.01,2773.31,1,0
62.082275,791.68,223.02,0.833333,0
532.467828,3262.5,2075.76,0.9,0
218.948323,1858.33,478.33,0.666667,0
169.019496,4769.98,3605.63,1,0
117.949494,1368.88,280.65,1,0
423.629272,2485.54,136.24,0.75,0
244.653051,1181.03,573.63,0.666667,0
226.684073,672.48,672.48,1,0.666667
561.346036,4430.12,1437.63,1,0.083333
289.353197,461.68,260.68,0.333333,0
377.723728,4587.21,28.92,1,0
600.777518,760.38,490.85,1,0
272.717108,227.44,0,1,0
46.461265,237.99,0,0.166667,0
562.145229,1872.51,1369.5,1,0
19.548437,266.56,182.56,0.666667,0
694.70767,0,0,0,0.583333
468.769607,585.68,139.7,0.666667,0.75
194.493602,1174.76,1174.76,1,0
385.841997,24.63,24.63,0.416667,0
727.467671,420.88,420.88,0.416667,0.333333
889.090252,9751.9,3855.14,1,0
607.20006,549.08,332.13,1,0.083333
56.748977,470.38,105,1,0
598.78776,519,519,0.818182,0
703.407676,637.84,637.84,0.636364,0
739.124439,380.8,57.8,0.416667,0.083333
443.202789,350.31,350.31,0.25,0.25
802.618739,2860.32,424.5,0.666667,0
776.919827,11522.9,376.62,1,0
965.236679,2786.08,2022.26,0.75,0
498.355964,2434.7,1503,1,0
1138.014732,1170.48,0,0.416667,0.25
646.398621,839.05,646.1,1,0
287.140554,316.78,316.78,0.75,0
1140.787563,2796.54,700.05,0.833333,0
927.983543,1321.52,0,0.25,0
1258.165394,2821.76,2042.5,1,0
805.520824,4019.28,0,0.833333,0
1091.437438,1237.37,789.77,0.833333,0
1301.800738,0,0,0,0.083333
405.052353,515.14,446.14,0.583333,0
955.117067,0,0,0,0.5
1180.758966,1274.54,878.3,0.833333,0
475.826042,950,0,0.083333,0
1502.926021,2635.9,518.98,1,0
1258.079397,1242.46,463.85,1,0.416667
802.086509,2008.98,18.33,0.583333,0
978.567283,1401.54,1401.54,1,0
911.893997,1604.8,77.5,0.25,0.083333
1113.954035,87.09,87.09,0.583333,0
1572.332442,0,0,0,0.166667
2246.21264,0,0,0,0.285714
862.481024,2267.38,592.63,1,0.166667
1593.364737,2298.49,1614.29,1,0.25
1232.292951,0,0,0,0.666667
1243.250958,1680,1680,1,0
1389.583627,712.87,0,0.083333,0
1216.570617,5140.49,257.81,1,0
1128.229387,5068.88,1539,1,0
974.130505,482.8,159.82,1,0
1944.394136,575.88,200,0.583333,0
1867.649838,0,0,0,0.666667
1820.216623,4877.66,2536.5,1,0
1838.106824,2682.25,49.85,1,0.083333
1245.890862,5380.3,1403.31,0.833333,0
1372.725482,992.25,340.85,0.833333,0.25
1514.885982,928.06,93.76,0.909091,0
1592.168416,0,0,0,0.333333
1478.552756,479.1,168,0.5,0.083333
2136.215769,1846.03,1338.71,1,0.083333
1208.300547,1855.71,386.21,1,0
1739.666192,0,0,0,0.333333
2220.864979,2884.42,1556.59,0.75,0
1642.024936,2094.38,0,0.416667,0
1325.445684,0,0,0,0.083333
3105.528894,0,0,0,0.428571
2421.144942,2685.48,1740.38,1,0.166667
2061.27937,0,0,0,0.25
2370.760037,94.47,94.47,0.666667,0
1845.210833,0,0,0,0.25
2191.369256,1197.2,328.14,0.666667,0
1606.56766,0,0,0,0.25
1613.34907,0,0,0,0.181818
2903.781184,3014.23,1673.89,1,0.083333
1017.071792,0,0,0,0.25
2224.000236,2276.41,488.64,0.833333,0.333333
2619.752921,3563.07,887.44,0.916667,0
3024.629054,0,0,0,0.333333
1698.369764,0,0,0,0.083333
2861.242925,0,0,0,0.083333
2769.640442,738.06,0,0.5,0.333333
2006.793571,485.92,356.72,1,0
3173.141048,895.92,895.92,1,0
2713.833113,317.62,317.62,0.833333,0.083333
1725.950669,268,268,0.333333,0.166667
2643.876192,798.34,521.34,0.5,0.166667
3143.928913,3055.87,0,0.75,0
1565.98205,1677.26,1062.41,0.75,0
2551.023341,485.6,182,0.333333,0
3127.073601,4468.44,35.98,1,0
3332.460521,1061.66,941.66,1,0.5
2012.049986,1279.21,1036.3,1,0.083333
2762.340044,2372.98,0,0.166667,0.083333
3027.570865,0,0,0,0.083333
3025.373271,202.72,202.72,0.583333,0.083333
391.179957,7363.38,398.32,0.833333,0
2683.746154,130,0,0.083333,0
3350.186138,0,0,0,0.5
3381.942128,0,0,0,0.5
3386.99251,171.92,0,0.416667,0
4240.449485,2798.36,0,0.428571,0.142857
2881.253586,117,117,0.25,0.75
4187.550741,0,0,0,0.083333
3610.883496,0,0,0,0.166667
2728.076143,155.32,155.32,0.333333,0.166667
3363.288511,1123.42,257.64,1,0.166667
3252.763399,230,156,0.833333,0.333333
4037.305658,45,0,0.083333,0.083333
3723.723928,0,0,0,0.333333
3592.56906,0,0,0,0.333333
3221.717702,0,0,0,0.083333
4046.574741,1757.44,1514.55,1,0.083333
3764.89205,898.43,419.43,0.5,0.333333
2683.935652,0,0,0,0.25
3270.441222,848,0,0.166667,0
2333.99188,0,0,0,0.166667
2629.928623,2830.88,811.12,0.916667,0.083333
3645.191927,2311.83,0,0.916667,0
920.095743,0,0,0,0.166667
3278.982195,0,0,0,0.25
3188.47034,0,0,0,0.083333
4264.307261,222.64,222.64,0.916667,0.25
2600.500163,1301.9,132,0.833333,0
4360.032452,0,0,0,0.833333
2316.11093,86.1,0,0.125,0.25
3997.572659,0,0,0,0.272727
3956.072098,82,0,0.166667,0.25
4380.251712,0,0,0,0.333333
4359.126852,0,0,0,0.333333
4360.245187,703.23,0,1,0
4204.42117,74.99,74.99,0.25,0.25
3771.944203,786.92,487.71,0.333333,0.083333
4218.956639,0,0,0,0.583333
4135.663046,0,0,0,0.5
3805.493532,465.6,233.6,0.583333,0.25
3811.587156,0,0,0,0.083333
4473.439581,656.2,0,1,0.083333
3462.47534,0,0,0,0.416667
3732.224017,0,0,0,0.833333
4059.160304,256.63,256.63,0.916667,0.333333
4028.315428,0,0,0,0.083333
4361.964176,0,0,0,0.166667
3720.59375,345,345,1,0.25
2394.126386,3651.59,2106.8,1,0.166667
4104.710798,203.82,0,0.083333,0
1681.16287,1138.85,1138.85,0.416667,0.25
4389.759633,473.74,0,0.166667,0.25
3063.422164,1646.48,1090.75,0.833333,0.166667
4183.825982,490.61,444.96,0.666667,0.333333
4418.554352,960,960,1,0.25
4265.241202,1499.12,1380,0.833333,0.166667
3961.649658,2280,2280,1,0
4183.77248,511.12,232.52,0.916667,0.416667
1452.221132,1500,1500,1,0
4343.537475,1326.3,0,1,0.166667
342.742855,3673.32,3673.32,1,0
4192.143919,450,0,0.083333,0.166667
360.671491,3956.64,3956.64,1,0.083333
4617.891585,1973,1865,0.666667,0.416667
4657.477375,237.52,0,0.25,0.416667
4372.395867,569.91,0,0.272727,0.272727
618.966003,4709.14,4313.22,1,0
411.172634,2355.24,2355.24,1,0
4481.413948,1385.56,1135.56,1,0.083333
421.475963,2218.26,2218.26,0.916667,0
4497.213951,2001.19,1790.76,1,0
4700.106602,2570,2077.54,0.75,0.166667
4663.032241,1325.31,0,0.333333,0
4837.835705,1283.4,142.5,0.818182,1
4415.526081,0,0,0,0.5
4972.108843,2072.57,2026.92,1,0
5044.179003,966.6,966.6,1,0.083333
31.702357,1051.52,319.32,1,0
651.236224,1696.62,271.4,1,0
1502.292117,0,0,0,0.083333
2717.915641,1500,0,0.083333,0.083333
4420.693904,0,0,0,1
4353.46553,0,0,0,0.25
82.706999,367.67,77.9,0.416667,0
316.095114,89.96,89.96,0.416667,0
3904.008546,600,600,0.5,0.5
432.860083,128.32,0,0.083333,0
498.761608,1159.15,1040.15,1,0
13.173883,1243.48,600.04,0.833333,0
62.489102,290,0,0.083333,0
3120.738718,0,0,0,0.416667
4646.574386,773.22,13.06,0.833333,0
4070.500764,710.8,570.8,0.833333,0.166667
1527.826042,3191,0,0.083333,0.416667
2.911999,347.55,347.55,0.25,0
5.006737,100.3,0,0.083333,0
5.168354,69,40,0.083333,0
7.310526,70,70,0.666667,0
15.491884,84,84,0.166667,0
64.080909,927,327,0.25,0
16.59641,220.48,0,0.083333,0
19.312066,334.8,334.8,1,0
23.120939,282.59,282.59,0.583333,0
16.179446,80,80,0.166667,0
34.600595,359.5,359.5,0.416667,0
7.097146,78.19,78.19,0.583333,0
16.976117,424.99,424.99,0.583333,0
59.263479,300.68,300.68,0.090909,0
14.002192,76,76,0.166667,0
54.80309,462.32,462.32,0.583333,0
27.832009,366.6,366.6,1,0
10.259525,119.8,0,0.083333,0
113.629276,798,0,0.083333,0
29.60298,144.94,144.94,0.333333,0
11.250371,141.12,141.12,0.583333,0
16.379412,178.15,178.15,0.25,0
42.653615,93.24,93.24,0.5,0
8.555864,0,0,0,0.083333
14.179041,119.58,119.58,0.5,0
8.570991,149.55,0,0.083333,0
21.494012,417,417,0.416667,0
1.695294,9.87,9.87,0.083333,0
25.178303,283.15,283.15,0.583333,0
68.039722,734.11,0,0.333333,0
84.830501,702.32,0,0.333333,0
90.017392,1247.39,820.37,0.909091,0
1.941328,15.3,15.3,0.083333,0
217.10156,2953.03,0,0.166667,0
12.333825,182.16,182.16,0.666667,0
17.357563,244.85,204.64,0.666667,0
94.241684,1019.34,1019.34,0.666667,0
5.336222,57,57,0.25,0
20.661831,298.8,298.8,0.416667,0
15.813502,120.88,120.88,0.416667,0
57.862875,579,579,0.25,0
118.463635,1572.67,0,0.583333,0
273.429593,8534.58,659.5,0.916667,0
25.715061,449.32,0,0.166667,0
16.005542,151.33,0,0.166667,0
124.732546,301.07,0,0.083333,0
201.463946,2364.85,0,1,0
35.382803,359.84,359.84,0.416667,0
61.268046,491.11,320,0.25,0
175.341651,1508.9,256.54,0.666667,0
204.041606,1173.34,105.64,0.7,0
460.169381,2703.95,2693.95,0.916667,0
133.724675,1499.94,1499.94,0.75,0
23.436171,329.86,172.86,0.916667,0
106.894095,62.73,62.73,0.272727,0
38.160715,340,340,0.5,0
201.463595,2148.34,1510,1,0
744.083484,1096.98,507.5,1,0.2
190.962339,2161.22,0,0.75,0
40.640681,441.23,441.23,0.916667,0
27.263365,231,231,0.916667,0
49.401973,373.34,63.34,0.333333,0
27.539766,578,578,0.666667,0
64.078171,1049,1049,1,0
126.018616,1218.24,1218.24,1,0
56.149055,493.32,343.39,0.75,0
26.157304,318.41,253.41,0.75,0
159.210281,247.8,172,0.25,0
33.146065,218.76,218.76,1,0
21.580264,284.72,284.72,0.666667,0
400.462305,0,0,0,0.666667
33.267171,341.45,341.45,0.833333,0
14.012088,165.09,165.09,0.75,0
113.36255,1160.35,307,0.833333,0
288.978275,2555.91,1861.02,1,0
478.520473,768.96,400,0.25,0.333333
28.497217,258.91,258.91,1,0
396.419487,4349.34,0,0.916667,0
197.555397,1876.8,1876.8,1,0
63.738066,961.86,961.86,1,0
91.029575,1055.7,1055.7,1,0
349.086448,2569.94,0,0.363636,0.090909
378.001129,1884.04,0,0.416667,0.083333
91.597667,947.97,947.97,1,0
225.662097,2566.91,2566.91,1,0
99.029726,1496.87,1067.6,0.916667,0
128.982891,237,237,1,0
600.140869,3488.01,0,0.5,0
150.071799,1800,1800,0.75,0
218.280031,939.14,0,0.727273,0
179.290727,2540.9,1306.13,0.916667,0
693.643988,358.91,206.91,1,0
16.727614,128,128,0.333333,0
